is_remote,is_fulltime,exp_encoded,title_encoded,has_skills,views,applies,apply_rate,skill_python,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_machine_learning,skill_aws,skill_spark,skill_r_programming,skill_statistics,target,target_encoded,salary_final,title,company_name
0,0,2,0,0,6.0,1.0,0.1429,0,0,0,0,0,0,0,0,0,0,High,2,148200.0,Senior Business Analyst,High Bridge Consulting LLC
0,1,3,9,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,90000.0,Senior Oracle EBS Analyst,Phaxis
0,0,3,8,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,119600.0,Financial Operations Analyst,Saicon
0,0,2,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,62400.0,Operations Analyst,Phyton Talent Advisors
0,1,1,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,110000.0,Compliance Analyst,Phaxis
0,0,1,8,0,2.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,Mid,1,119600.0,Data Modeler,"Pyramid Consulting, Inc"
0,1,1,8,0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,47500.0,Member Support Analyst,EyeProGPO
0,1,3,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,70000.0,Billing and Operations Analyst,Align
0,1,3,1,0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,Mid,1,85000.0,Senior Financial Data Analyst,"The GEO Group, Inc."
0,1,1,8,0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,125000.0,Finance Analyst,Centiva Capital
0,1,3,0,0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,195000.0,Technical Business Analyst (VP Level),PRI Technology
0,0,2,5,0,4.0,1.0,0.2,0,0,0,0,0,0,0,0,0,0,High,2,122720.0,Financial Analyst,Integration International Inc.
0,1,1,8,0,3.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,105000.0,Cybersecurity Policy Analyst,Lafayette Group
0,1,3,5,0,4.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,Mid,1,100000.0,Senior Financial Analyst,Calvin Klein
0,1,3,8,0,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,Mid,1,115000.0,Portfolio Analyst,Allspring Global Investments
0,0,3,8,0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,High,2,124800.0,Operations Analyst,Unknown Company
0,1,2,8,0,4.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,Mid,1,78300.0,CPFR Analyst,Kenvue
0,0,3,8,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,119600.0,Legal Operations Analyst,Beacon Hill Staffing Group
0,1,4,8,0,3.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,High,2,175000.0,Data Visualization Engineer (Infrastructure & Automation),PRI Technology
1,0,2,8,0,165.0,50.0,0.3012,0,0,0,0,0,0,0,0,0,0,Mid,1,98800.0,Process Analyst,The Select Group
0,1,3,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,60000.0,Accounts Receivable Analyst,Venteon
1,1,2,5,0,13.0,3.0,0.2143,0,1,1,0,0,1,0,0,0,1,Mid,1,105000.0,Financial Analyst - Reporting and Analysis,Welocalize
0,0,3,0,0,21.0,4.0,0.1818,0,0,0,0,0,0,0,0,0,0,High,2,130000.0,BUSINESS ANALYST,"Softworld, a Kelly Company"
1,1,3,8,0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,Mid,1,106080.0,100% Remote-QNXT Benefits Configuration Analyst,Beacon Hill Staffing Group
0,1,3,9,0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,80000.0,Senior Technical Support Analyst,Amwell
1,1,3,8,0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,45760.0,Medical Document Coding Analyst,KLDiscovery
1,1,3,9,0,5.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,High,2,152000.0,"Senior Business Intelligence Analyst, Marketing",Zillow
1,1,4,9,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,195700.0,"Senior Practice Principal -Data, Analytics, AI (US Remote)",DXC Technology
1,0,1,8,0,5.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,High,2,177247.2,DevOps/Site Reliability Engineering (SRE) - Linux - REMOTE,Randstad Digital Americas
0,1,1,8,0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,95000.0,"Strategy & Operations Analyst, Capital IQ Solutions",S&P Global
0,0,1,8,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,117031.2,Quality and Reliability Engineer,Randstad USA
0,1,3,1,0,14.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,High,2,161000.0,"Senior/Lead Data Analyst, Finance & Strategy",Chime
1,0,1,8,0,16.0,1.0,0.0588,0,0,1,0,0,0,0,0,0,0,Mid,1,90720.0,Deal Desk Analyst,Conga
0,1,1,8,0,6.0,1.0,0.1429,1,1,1,1,0,0,0,1,0,0,Mid,1,90200.0,Data Solutions Engineer II (Managed Care - Clinical Focus) - R7266,CareSource
0,1,1,8,0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,155055.0,Marketing Technology Analyst / Data Steward,Silicon Valley Bank
1,1,4,4,0,4.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,High,2,210000.0,"Director, Analyst Relations",Icertis
1,1,1,8,0,13.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,90000.0,Contract Analyst,Premera Blue Cross
0,1,1,8,0,17.0,2.0,0.1111,0,0,1,0,0,0,0,0,1,0,High,2,165000.0,"Software Engineer, Core Data Services",Qumulo
0,0,1,9,0,3.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,High,2,152066.0,Senior Data Governance Analyst,Capital Group
0,1,1,9,0,8.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,Mid,1,114592.5,Senior Analyst-Strategic Insights; J&J Robotics and Digital Solutions,Johnson & Johnson
0,1,1,4,0,3.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,High,2,193000.0,"Director, Global Development Data Science and Digital Health",Johnson & Johnson
1,1,3,1,0,4.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,High,2,129750.0,Credit Data Analyst 3 (Remote),Nordstrom
0,0,3,8,0,5.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,54724.8,Associate Product Analyst Temp,Entertainment Partners
1,1,3,1,0,220.0,16.0,0.0724,1,1,0,0,0,0,1,0,0,1,Mid,1,110750.0,Credit Data Analyst 2 (Remote),Nordstrom
0,1,3,8,0,5.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,High,2,141750.0,Manufacturing Data Architect,Western Digital
0,1,1,8,0,5.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,Mid,1,86687.5,Systems Analyst / Planner / Master Scheduler,Leidos
1,1,1,8,0,10.0,3.0,0.2727,0,0,0,0,0,0,0,0,0,0,Low,0,47840.0,Data Entry Clerk - Work From Home,RemoteWorker US
0,1,2,0,0,11.0,2.0,0.1667,0,0,0,0,0,0,0,0,0,0,High,2,151350.0,Enterprise Payments Data Analytics Business Analyst,Wells Fargo
1,1,3,8,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,170000.0,Lead Ruby on Rails Engineer,Aha!
0,1,1,8,0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,142350.0,Cyber fusion & Threat Analyst,Leidos
0,1,3,8,0,4.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,High,2,120000.0,Database Administrator 4,WEX
1,1,3,8,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,150000.0,Sr. Ruby on Rails Engineer (Knowledge),Aha!
0,1,2,8,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,127500.0,Sr. Deal Desk Analyst,Freshworks
0,1,1,8,0,8.0,2.0,0.2222,0,1,1,1,0,0,0,0,0,0,High,2,129700.0,"Sr. Analyst/Analyst, Slack Sales Programs",Salesforce
0,1,2,0,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,151350.0,Enterprise Payments Data Analytics Business Analyst,Wells Fargo
0,1,1,8,0,6.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,110000.0,Core Banking Technical Systems Analyst,Webster Bank
0,1,1,8,0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,72414.0,Treasury Analyst I,Southwest Gas Corporation
0,1,3,9,0,24.0,3.0,0.12,0,0,0,0,0,0,0,0,0,0,High,2,167500.0,"Senior Scientist, Biology",Arcus Biosciences
0,1,3,4,0,10.0,1.0,0.0909,0,0,1,0,0,0,1,0,0,0,High,2,174450.0,Associate Director - Data Product Management,Merck
0,1,2,9,0,11.0,2.0,0.1667,0,0,0,0,0,0,1,0,0,0,High,2,130100.0,"Senior Scientist, Translational Molecular Biomarkers, Immunoassays",Merck
0,1,1,7,0,6.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,Mid,1,74197.5,AML Investigations Triage Analyst,U.S. Bank
0,1,1,3,0,13.0,2.0,0.1429,1,1,1,0,0,1,1,0,0,1,High,2,240201.5,TikTok Shop - Data Scientist - User Growth,TikTok
0,1,1,8,0,4.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,Mid,1,63525.0,Indirect Spend Analyst,"Vizient, Inc"
0,1,1,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,71822.40000000001,Computer Field Analyst (IBEW),Pacific Gas and Electric Company
0,1,2,8,0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Low,0,42640.0,Research & Data Administrator - Levelset,"Levelset, a Procore Company"
0,1,1,3,0,10.0,1.0,0.0909,1,1,1,0,0,1,1,0,0,1,High,2,252844.0,TikTok Shop - Data Scientist - User Growth,TikTok
0,1,1,7,0,9.0,1.0,0.1,1,0,1,0,0,1,1,1,0,0,High,2,250000.0,"Machine Learning Engineer, E-Commerce",TikTok
0,1,1,8,0,7.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,High,2,197500.0,"Research Scientist, Foundation Model (Video Generation) University Graduates- 2024 Start (PhD)",TikTok
0,1,1,7,0,5.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0,High,2,237500.0,"Machine Learning Engineer, E-Commerce",TikTok
0,1,1,7,0,4.0,0.0,0.0,1,0,1,0,0,1,1,0,1,0,High,2,237500.0,"Machine Learning Engineer, Search - E-Commerce",TikTok
0,1,3,0,0,17.0,1.0,0.0556,0,1,1,0,0,0,1,0,0,0,High,2,122450.0,Senior Business Analyst - Strategy Enablement,Delta Dental Ins.
0,0,1,8,0,9.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,35360.0,Data Entry Specialist - AP and AR,Allied OneSource
0,1,1,7,0,4.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0,High,2,250000.0,"Machine Learning Engineer, Recommendation - E-Commerce",TikTok
0,1,3,0,0,7.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,High,2,122450.0,Senior Business Analyst - Strategy Enablement,Delta Dental Ins.
0,1,1,8,1,4.0,1.0,0.2,0,0,0,0,0,0,1,0,0,0,Low,0,30160.0,Data Entry Operator,"ATA Services, Inc."
0,1,3,8,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,72426.0,Environmental Scientist,CalRecycle
0,1,1,8,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,100004.5,Biological Scientist,USDA Animal and Plant Health Inspection Service (APHIS)
0,1,3,8,1,5.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,Mid,1,85000.0,Revenue Operations Analyst,A Hiring Company
0,1,1,8,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,84400.0,Sr Accounting Analyst,Xcel Energy
0,1,3,7,0,6.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,High,2,259625.0,Senior Developer Relationship Manager – Physics Informed Machine Learning,NVIDIA
0,1,3,8,0,7.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,231500.0,"SR AD, Clinical Systems & Analytics",Boehringer Ingelheim
0,1,3,3,0,18.0,6.0,0.3158,1,0,1,0,0,1,0,0,0,1,High,2,196000.0,"Senior Data Scientist, Developer Experience",Klaviyo
0,1,3,9,0,3.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,189000.0,Senior Offensive Security Engineer – Data Center Systems,NVIDIA
0,1,3,5,0,5.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,Mid,1,104917.0,Senior Financial Analyst,Edifecs
0,1,3,3,0,21.0,4.0,0.1818,1,0,1,0,0,1,0,0,0,1,High,2,196000.0,"Senior Data Scientist, Internal Operations",Klaviyo
1,1,3,8,0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Low,0,55000.0,Fraud Operations Analyst,Sleeper
0,1,3,8,0,6.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,57336.0,STAFF SERVICES ANALYST (Hybrid),California Department of Health Care Services
0,1,1,7,0,5.0,1.0,0.1667,0,0,1,0,0,1,0,0,0,0,High,2,185500.0,Machine Learning Compiler Engineer,Qualcomm
0,1,1,5,0,22.0,3.0,0.1304,0,0,0,0,0,0,0,0,0,0,Mid,1,87500.0,Financial Analyst - IoT,Qualcomm
0,1,3,8,0,7.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,76788.0,County Compliance Analyst (Hybrid),California Department of Health Care Services
0,1,1,7,0,29.0,3.0,0.1,0,0,1,0,0,1,0,0,0,0,High,2,185500.0,Machine Learning Compiler Engineer,Qualcomm
1,1,3,2,0,5.0,0.0,0.0,1,1,1,0,0,0,1,0,0,0,Mid,1,112320.0,Data Engineer 3: 24-00989,"Akraya, Inc."
0,1,1,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,78900.0,"Analyst, Payor Operations and Solutions",Walgreens
1,1,1,8,0,148.0,33.0,0.2215,0,0,1,0,0,0,0,0,0,0,Mid,1,70000.0,Requirements & Configuration Management Analyst,"OmniTek Consulting, Inc."
0,1,3,1,0,48.0,13.0,0.2653,0,0,1,1,0,0,0,0,0,1,High,2,125000.0,Data Analyst,Catapult Solutions Group
0,0,3,9,0,122.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,High,2,184329.6,Senior Database Engineer,Apex Systems
1,1,3,3,0,50.0,5.0,0.098,1,1,1,0,0,1,1,0,0,1,High,2,141000.0,NHL Data Scientist,Swish Analytics
0,1,3,8,0,13.0,1.0,0.0714,0,0,0,0,0,0,0,0,0,0,Mid,1,95000.0,Policy Analyst,Black Women For Wellness
0,1,3,0,0,34.0,14.0,0.4,0,0,0,0,0,0,0,0,0,0,High,2,135000.0,Business Analyst,Brillio
0,1,1,0,0,54.0,17.0,0.3091,0,0,1,0,0,0,0,0,0,0,Mid,1,112500.0,Business Analyst,ApTask
0,1,1,2,0,25.0,9.0,0.3462,1,0,0,0,0,1,1,0,0,0,High,2,165000.0,Machine Learning Operations and Data Engineer,Emancro
0,1,3,9,0,9.0,2.0,0.2,0,0,1,0,0,0,0,0,0,0,Mid,1,90000.0,Senior Revenue Analyst,Aligned Solutions- Placement Experts
0,0,3,9,0,20.0,1.0,0.0476,0,0,1,0,0,0,0,0,0,0,High,2,195520.0,Senior/Principal Scientist in Translational Medicine Mass Spectrometry,Compass Consulting
1,1,3,2,0,80.0,20.0,0.2469,1,1,1,0,0,0,1,1,0,0,High,2,170000.0,"Senior Data Engineer, Governance",GameChanger
1,0,2,1,0,284.0,110.0,0.386,0,1,1,0,0,0,0,1,0,0,Low,0,57200.0,Data Analyst 1 - 10315,blueStone Staffing
0,1,2,8,0,27.0,5.0,0.1786,0,0,1,0,0,0,0,0,0,0,Mid,1,69500.0,Tax Analyst,AVAILABILITY Professional Staffing
0,1,1,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,93600.0,EUC Information Systems Analyst,Illinois Department of Innovation & Technology (DoIT)
0,1,1,8,0,32.0,2.0,0.0606,0,0,1,0,0,0,0,0,0,0,Mid,1,70000.0,"Research Analyst, Executive Search",Korn Ferry
0,1,3,9,0,12.0,1.0,0.0769,0,0,1,0,0,0,0,0,0,0,High,2,173576.0,"Senior/Principal Scientist, Translational Medicine Mass Spectrometry",Planet Pharma
0,1,2,8,0,107.0,31.0,0.287,0,0,0,0,0,0,0,0,0,0,Mid,1,80000.0,Credit Analyst,SNI Financial
0,0,3,8,0,121.0,10.0,0.082,0,0,0,0,0,0,0,0,0,0,High,2,124800.0,FISMA Analyst,Eliassen Group
0,1,2,8,0,10.0,2.0,0.1818,0,0,1,0,0,0,0,0,0,0,Mid,1,80000.0,Tax Analyst,Truity Partners
0,1,3,9,0,53.0,14.0,0.2593,0,0,1,0,0,0,0,0,0,0,Mid,1,98500.0,Senior Financial Systems Analyst,Insight Global
0,1,1,8,0,7.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,65000.0,Program / Configuration Analyst,The Columbia Group
1,0,1,8,0,162.0,52.0,0.319,1,1,0,1,0,0,0,0,0,0,High,2,130000.0,Healthcare Data Steward,InstantServe LLC
0,0,3,8,0,278.0,78.0,0.2796,0,0,0,0,0,0,0,0,0,0,Mid,1,78000.0,Sales Operations Analyst,Dexian
0,1,1,8,0,22.0,2.0,0.087,0,0,1,0,0,0,0,0,0,0,Mid,1,68640.0,Compliance Analyst,Insight Global
0,1,1,8,0,26.0,5.0,0.1852,0,0,1,0,0,0,0,0,0,0,Mid,1,115000.0,Private Equity Analyst,Augment Jobs
0,0,2,8,0,65.0,9.0,0.1364,0,0,0,0,0,0,1,0,0,0,Mid,1,78000.0,Network System Analyst,PSI (Proteam Solutions)
0,1,2,8,0,41.0,8.0,0.1905,0,1,1,0,1,0,0,0,0,0,Mid,1,70000.0,Financial Budget Analyst,VanderHouwen
0,0,3,8,0,132.0,23.0,0.1729,0,1,0,0,0,0,0,0,0,0,Mid,1,64480.0,Product Analyst,Insight Global
0,1,3,6,0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,115000.0,Maintenance and Reliability Engineering Manager ,H.B. Fuller
0,1,2,8,0,6.0,2.0,0.2857,0,0,1,0,0,0,1,0,0,1,Mid,1,69259.5,Oncology Data Specialist - Cancer Registry,Stony Brook Medicine
0,0,1,8,0,81.0,19.0,0.2317,0,0,1,0,0,0,0,0,0,0,Low,0,47840.0,Data Entry/Administrative Assistant,Vaco
0,1,1,8,0,29.0,6.0,0.2,0,0,0,0,0,0,0,0,0,0,High,2,225000.0,Business           Analyst,Airdrop
0,1,2,1,0,650.0,339.0,0.5207,0,0,1,0,1,0,0,0,0,0,Mid,1,69780.0,Data Analyst,Vervent
0,0,3,8,0,17.0,1.0,0.0556,0,0,1,0,0,0,0,0,0,0,Mid,1,109200.0,Cost Analyst,IsoTalent
1,1,3,9,0,69.0,26.0,0.3714,0,0,0,0,0,0,1,0,0,0,High,2,145000.0,Senior Security Analyst,Constellation Search Group
0,0,2,8,0,30.0,3.0,0.0968,0,0,1,0,0,0,0,0,0,0,Low,0,54080.0,Treasury Analyst,Calculated Hire
0,1,2,8,0,68.0,21.0,0.3043,0,0,1,0,0,0,0,0,0,0,Mid,1,79040.0,Contracts Analyst,Planet Pharma
0,0,1,1,0,147.0,50.0,0.3378,0,1,0,0,0,0,0,1,0,0,Mid,1,62400.0,Data Analyst,ektello
0,0,2,1,0,80.0,25.0,0.3086,0,0,1,0,1,0,0,0,0,1,Mid,1,78000.0,Data Analyst,STONE Resource Group
0,1,2,0,0,205.0,77.0,0.3738,0,1,1,0,0,0,0,0,0,0,Mid,1,83200.0,Business Analyst,The Bolton Group
0,1,3,8,0,116.0,31.0,0.265,0,0,0,0,0,0,0,0,0,0,Mid,1,96000.0,Financial Systems Analyst,Insight Global
0,1,2,9,0,8.0,2.0,0.2222,0,0,1,0,0,0,0,0,0,0,Mid,1,113865.0,Internal Audit Senior Analyst,Solidigm
0,0,2,0,0,402.0,105.0,0.2605,0,0,0,0,0,0,0,0,0,0,Mid,1,69680.0,Business Analyst,Acro Service Corp
0,1,4,3,0,199.0,73.0,0.365,0,1,0,0,0,1,1,0,0,0,High,2,150000.0,Senior Data Scientist,AVAILABILITY Professional Staffing
0,1,3,2,0,46.0,7.0,0.1489,0,1,1,0,0,0,0,0,0,0,High,2,172500.0,Senior Data Engineering Manager (US) Consumer Pod,Curinos
1,1,3,5,0,355.0,161.0,0.4522,0,0,0,0,0,0,0,0,0,0,Mid,1,80000.0,Financial Analyst II,Prestige Staffing
0,1,2,8,0,60.0,16.0,0.2623,0,0,1,0,0,0,0,0,0,0,Mid,1,107500.0,Investment Banking Analyst,Selby Jennings
0,1,1,8,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,95000.0,Hybrid HR Analyst,"Pyramid Consulting Group, LLC"
0,0,2,8,0,38.0,5.0,0.1282,0,0,0,0,0,0,0,0,0,0,Mid,1,62400.0,Datacenter Technician,Randstad Digital Americas
0,0,1,8,0,22.0,4.0,0.1739,0,1,1,0,1,0,1,0,0,0,Mid,1,98800.0,Datawarehouse/ETL Developer,Innova Solutions
0,1,3,8,0,54.0,3.0,0.0545,0,0,1,0,0,0,0,0,0,0,Mid,1,117900.0,"Launch Safety Analyst, SLD 45",United States Space Force
0,1,3,8,0,11.0,1.0,0.0833,0,0,1,0,0,0,0,0,0,0,High,2,128450.0,Business Systems Analyst (Procure to Pay) ,Cisco
0,1,1,8,0,186.0,26.0,0.139,0,0,0,0,0,0,0,0,0,0,Mid,1,80000.0,Food Scientist,NuCicer
0,0,2,8,0,84.0,8.0,0.0941,0,0,0,0,0,0,0,0,0,0,Mid,1,67600.0,Analytical Development Scientist,Planet Pharma
0,1,2,8,0,56.0,13.0,0.2281,0,0,0,0,0,0,0,0,0,0,Mid,1,62500.0,IAM Analyst,Vaco
0,1,3,6,0,17.0,2.0,0.1111,0,0,0,0,0,0,1,0,0,0,Mid,1,97500.0,Compensation & Analytics Manager,Ultimate Staffing
0,1,3,5,0,26.0,6.0,0.2222,0,0,0,0,0,0,0,0,0,0,Mid,1,107500.0,Senior Financial Analyst,CapstoneONE Search
0,1,3,9,0,152.0,12.0,0.0784,0,0,0,0,0,0,0,0,0,0,High,2,157622.5,Senior/Principal Scientist,R&D Partners
0,0,2,8,0,8.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,71510.4,Scientist,eTeam
0,0,3,0,0,113.0,16.0,0.1404,0,0,1,0,0,0,0,0,0,0,High,2,156000.0,Utility Business Analyst,Progressive Recruitment
0,0,1,8,0,76.0,6.0,0.0779,0,0,0,0,0,0,0,0,0,0,Mid,1,67350.40000000001,Data Center Technical Operations Engineer I,Experis
0,1,3,8,0,63.0,6.0,0.0938,0,0,0,0,0,0,0,0,0,0,High,2,177500.0,"Staff Scientist, Drug Product Development",Meet
0,1,2,5,0,85.0,26.0,0.3023,0,0,1,0,0,0,0,0,0,0,Mid,1,67704.0,Financial Analyst,Crittenton Services
0,0,3,0,0,166.0,41.0,0.2455,0,0,1,0,0,0,0,0,0,0,High,2,168480.0,Business Analyst Quality Assurance,Dexian
0,1,1,8,0,20.0,3.0,0.1429,0,0,0,0,0,0,0,0,0,0,Low,0,47840.0,Quality Lab Analyst – Sensory Lab,Astrix
1,1,3,9,0,124.0,24.0,0.192,0,0,0,0,0,0,0,0,0,0,Mid,1,94300.0,Senior Pricing Analyst,White Cap
0,1,3,5,0,67.0,12.0,0.1765,0,0,1,0,0,0,0,0,0,0,High,2,169500.0,Senior Financial Analyst (Hybrid Opportunity),Stanford University
0,0,3,8,0,197.0,80.0,0.404,0,1,0,0,1,0,0,0,0,0,High,2,120640.0,Data Governance Engineer,"IDR, Inc."
0,1,3,8,0,54.0,15.0,0.2727,0,0,1,0,0,0,0,0,0,0,High,2,124800.0,Kronos Systems Analyst (325861),"IDR, Inc."
0,1,4,4,0,36.0,7.0,0.1892,0,0,1,0,0,1,0,0,0,0,High,2,250000.0,Sr Director Data Orchestration,Connection
0,0,3,5,0,101.0,32.0,0.3137,0,1,0,0,0,0,0,0,0,1,Mid,1,71073.6,Financial Analyst,Akkodis
0,1,3,8,0,66.0,27.0,0.403,1,0,0,0,0,0,0,0,0,0,High,2,130000.0,Site Reliability Engineer,Optomi
0,1,3,9,0,173.0,85.0,0.4885,0,1,0,0,0,0,1,0,0,0,High,2,124800.0,Senior Data Warehouse Engineer,Apex Systems
0,0,3,5,0,77.0,18.0,0.2308,0,1,0,0,0,0,0,0,0,1,Mid,1,71073.6,Financial Analyst,Akkodis
0,1,2,8,0,16.0,2.0,0.1176,0,0,0,0,0,0,1,0,0,0,Mid,1,111500.0,Data Protection - Technology Risk and Compliance Supervising Associate,EY
0,1,2,4,0,10.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,High,2,199300.0,Data Protection Technology Risk and Compliance Associate Director,EY
0,0,1,8,0,76.0,21.0,0.2727,1,0,1,0,0,0,1,0,0,0,High,2,145600.0,Site Reliability Engineer,Experis
0,1,2,8,0,22.0,5.0,0.2174,0,0,1,0,0,0,0,0,0,0,Mid,1,70000.0,Job Costing Analyst,The CSP Group
0,1,3,8,0,17.0,6.0,0.3333,0,0,1,0,0,0,0,0,0,0,Mid,1,83500.0,Accounting / Financial System Analyst - Hybrid - Great Life/Work Balance!,"Fairview Search Group, LLC"
0,0,2,8,0,102.0,26.0,0.2524,0,0,1,0,0,0,0,0,0,0,Mid,1,66560.0,Financial Risk Analyst,Insight Global
0,0,2,8,0,386.0,107.0,0.2765,0,1,1,1,1,0,0,0,0,0,Mid,1,73455.2, Power BI Developer & Reporting Analyst II,Akkodis
0,1,1,8,0,6.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,50500.0,Revenue Cycle Management (RCM) Analyst,Unknown Company
0,0,2,1,0,14.0,3.0,0.2,0,0,1,1,0,0,1,0,0,0,Mid,1,67600.0,Data Analyst (Onsite role - only W2),SPECTRAFORCE
0,0,1,0,0,60.0,12.0,0.1967,0,0,0,0,0,0,0,0,0,0,Mid,1,69680.0,Business Analyst,Acro Service Corp
0,1,2,8,0,44.0,22.0,0.4889,0,1,1,1,0,0,0,0,0,0,Mid,1,80000.0,Junior Business Intelligence Developer,TransPerfect
1,1,3,8,1,36.0,11.0,0.2973,0,0,0,0,0,0,1,0,0,0,Mid,1,91000.0,Site Reliability Engineer / Disaster Recover Engineer,Ascendion
0,0,3,2,0,666.0,319.0,0.4783,1,1,0,0,0,0,0,0,0,0,Mid,1,114400.0,Data Engineer,ALOIS Solutions
0,0,1,1,0,32.0,13.0,0.3939,0,0,1,0,0,0,0,0,0,0,Low,0,55120.0,Data Analyst,ZealoTech People
0,0,2,8,0,16.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,76960.0,Marketing Analyst,Primary Services
0,1,3,2,0,106.0,57.0,0.5327,1,1,1,0,0,0,0,1,0,0,High,2,130000.0,Sr. Data Engineer _ NYC,Synechron
0,0,2,1,0,134.0,51.0,0.3778,0,0,1,0,0,0,0,0,0,0,Low,0,56680.0,Data Analyst,"Visium Resources, Inc."
0,1,3,1,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,62250.0,Financial and Data Analyst – Regulatory Compliance,Evergy
